cumulative_targets_percent,cumulative_assignments_percent
53.34991552,24.29488690
53.40003754,24.33156164
53.44997184,24.36809902
53.49990614,24.40463640
53.55002816,24.44131114
53.59996246,24.47784853
53.65008448,24.51452327
53.70001877,24.55106065
53.74995307,24.58759803
53.80007509,24.62427277
53.85000939,24.66081015
53.89994368,24.69734754
53.95006570,24.73402228
54.00000000,24.77055966
54.04993430,24.80709704
54.10005632,24.84377178
54.14999061,24.88030917
54.19992491,24.91684655
54.25004693,24.95352129
54.29998123,24.99005867
54.34991552,25.02659606
54.40003754,25.06327080
54.44997184,25.09980818
54.50009386,25.13648292
54.55002816,25.17302030
54.59996246,25.20955768
54.65008448,25.24623243
54.70001877,25.28276981
54.74995307,25.31930719
54.80007509,25.35598193
54.85000939,25.39251931
54.89994368,25.42905670
54.95006570,25.46573144
55.00000000,25.50226882
55.04993430,25.53880620
55.10005632,25.57548094
55.14999061,25.61201833
55.19992491,25.64855571
55.25004693,25.68523045
55.29998123,25.72176783
55.34991552,25.75830521
55.40003754,25.79497996
55.44997184,25.83151734
55.49990614,25.86805472
55.55002816,25.90472946
55.59996246,25.94126684
55.65008448,25.97794159
55.70001877,26.01447897
55.74995307,26.05101635
55.80007509,26.08769109
55.85000939,26.12422847
55.89994368,26.16076586
55.95006570,26.19744060
56.00000000,26.23397798
56.04993430,26.27051536
56.10005632,26.30719010
56.14999061,26.34372749
56.19992491,26.38026487
56.25004693,26.41693961
56.29998123,26.45347699
56.34991552,26.49001437
56.40003754,26.52668912
56.44997184,26.56322650
56.50009386,26.59990124
56.55002816,26.63643862
56.59996246,26.67297600
56.65008448,26.70965075
56.70001877,26.74618813
56.74995307,26.78272551
56.80007509,26.81940025
56.85000939,26.85593763
56.89994368,26.89247502
56.95006570,26.92914976
57.00000000,26.96568714
57.04993430,27.00222452
57.10005632,27.03889926
57.14999061,27.07543665
57.19992491,27.11197403
57.25004693,27.14864877
57.29998123,27.18518615
57.34991552,27.22172353
57.40003754,27.25839828
57.44997184,27.29493566
57.49990614,27.33147304
57.55002816,27.36814778
57.59996246,27.40468516
