cumulative_targets_percent,cumulative_assignments_percent
24.74986991,7.72746449
24.80013246,7.74315758
24.85009934,7.75875836
24.90006623,7.77435914
24.95003311,7.78995993
25.00000000,7.80556071
25.04996689,7.82116149
25.09993377,7.83676227
25.14990066,7.85236306
25.19986754,7.86796384
25.25013009,7.88365693
25.30009698,7.89925772
25.35006386,7.91485850
25.40003075,7.93045928
25.44999763,7.94606006
25.49996452,7.96166085
25.54993141,7.97726163
25.59989829,7.99286241
25.64986518,8.00846319
25.70012773,8.02415629
25.75009461,8.03975707
25.80006150,8.05535785
25.85002838,8.07095864
25.89999527,8.08655942
25.94996216,8.10216020
25.99992904,8.11776098
26.04989593,8.13336177
26.09986281,8.14896255
26.15012536,8.16465564
26.20009225,8.18025643
26.25005913,8.19585721
26.30002602,8.21145799
26.34999290,8.22705877
26.39995979,8.24265955
26.44992668,8.25826034
26.49989356,8.27386112
26.54986045,8.28946190
26.60012300,8.30515500
26.65008988,8.32075578
26.70005677,8.33635656
26.75002365,8.35195734
26.79999054,8.36755813
26.84995742,8.38315891
26.89992431,8.39875969
26.94989120,8.41436047
26.99985808,8.42996126
27.05012063,8.44565435
27.10008752,8.46125513
27.15005440,8.47685592
27.20002129,8.49245670
27.24998817,8.50805748
27.29995506,8.52365826
27.34992195,8.53925905
27.39988883,8.55485983
27.44985572,8.57046061
27.50011826,8.58615371
27.55008515,8.60175449
27.60005204,8.61735527
27.65001892,8.63295605
27.69998581,8.64855684
27.74995269,8.66415762
27.79991958,8.67975840
27.84988647,8.69535918
27.89985335,8.71095997
27.95011590,8.72665306
28.00008279,8.74225384
28.05004967,8.75785462
28.10001656,8.77345541
28.14998344,8.78905619
28.19995033,8.80465697
28.24991721,8.82025775
28.29988410,8.83585854
28.35014665,8.85155163
28.40011353,8.86715241
28.45008042,8.88275320
28.50004731,8.89835398
28.55001419,8.91395476
28.59998108,8.92955554
28.64994796,8.94515633
28.69991485,8.96075711
28.74988174,8.97635789
28.80014428,8.99205099
28.85011117,9.00765177
28.90007805,9.02325255
28.95004494,9.03885333
29.00001183,9.05445412
29.04997871,9.07005490
29.09994560,9.08565568
29.14991248,9.10125646
29.19987937,9.11685725
29.25014192,9.13255034
29.30010880,9.14815112
29.35007569,9.16375191
29.40004258,9.17935269
29.45000946,9.19495347
29.49997635,9.21055425
29.54994323,9.22615503
29.59991012,9.24175582
